date,price
2022-11-25,0.9629017264516612
2022-11-26,0.959683711076427
2022-11-27,0.9633828413491669
2022-11-28,0.96588156545382
2022-11-29,0.9681575863006916
2022-11-30,0.981596552426715
2022-12-01,0.962128259872042
2022-12-02,0.9521415742756324
2022-12-03,0.954074821657448
2022-12-04,0.9515888003447882
2022-12-05,0.9521080654429324
2022-12-06,0.9539979867975352
2022-12-07,0.9554488277906114
2022-12-08,0.9571477188891028
2022-12-09,0.9547440615934906
2022-12-10,0.9512976091673075
2022-12-11,0.9524606477505004
2022-12-12,0.9557323461117916
2022-12-13,0.9514496880679808
2022-12-14,0.9436008910528736
2022-12-15,0.9435214029591066
2022-12-16,0.941469472845666
2022-12-17,0.9460010726964048
2022-12-18,0.9491848288496688
2022-12-19,0.9469662064193498
2022-12-20,0.9423534874127688
2022-12-21,0.941701418894079
2022-12-22,0.9434144339173512
2022-12-23,0.9459985349566458
2022-12-24,0.9399710849491028
2022-12-25,0.9415797574483796
2022-12-26,0.9415780187548404
2022-12-27,0.9397574708759658
2022-12-28,0.9403180185470787
2022-12-29,0.9446475601512476
2022-12-30,0.9373887901278396
2022-12-31,0.9354748721808264
2023-01-01,0.9367065135063936
2023-01-02,0.9327632170025396
2023-01-03,0.9361349773707616
2023-01-04,0.9479500961925732
2023-01-05,0.9439254381734664
2023-01-06,0.9530436096942266
2023-01-07,0.933171866636358
2023-01-08,0.9393067186322998
2023-01-09,0.9425361821900976
2023-01-10,0.9306660613468276
2023-01-11,0.934899924229928
2023-01-12,0.9283840882761546
2023-01-13,0.9211162724505952
2023-01-14,0.9245493513069546
2023-01-15,0.9217251135479656
2023-01-16,0.9254151053008484
2023-01-17,0.9234663493858254
2023-01-18,0.9259021646684412
2023-01-19,0.9281126680427308
2023-01-20,0.9238256290671288
2023-01-21,0.9193661242593136
2023-01-22,0.9214611464309832
2023-01-23,0.9192733357199226
2023-01-24,0.9215915797122968
2023-01-25,0.9222182299704405
2023-01-26,0.9155808322046206
2023-01-27,0.9190590626687466
2023-01-28,0.9198869667373514
2023-01-29,0.9210969682068548
2023-01-30,0.9175428576375222
2023-01-31,0.9274946153607138
2023-02-01,0.9224918948639432
2023-02-02,0.9146030442828816
2023-02-03,0.9170555543347196
2023-02-04,0.9252053956279
2023-02-05,0.924313123767074
2023-02-06,0.9259508431227632
2023-02-07,0.9270050040277488
2023-02-08,0.9295978634375588
2023-02-09,0.9341564324413628
2023-02-10,0.9327378291341292
2023-02-11,0.9368645297803014
2023-02-12,0.9355552091826772
2023-02-13,0.9366109298762012
2023-02-14,0.93278442754113
2023-02-15,0.931885405312364
2023-02-16,0.9349165329583816
2023-02-17,0.935528727336462
2023-02-18,0.9350604095761996
2023-02-19,0.934358249473785
2023-02-20,0.93461350060656
2023-02-21,0.935918564552077
2023-02-22,0.9399072005418004
2023-02-23,0.9443357844029636
2023-02-24,0.9441765257697992
2023-02-25,0.9488757134581391
2023-02-26,0.9494313662047184
2023-02-27,0.9476956259526116
2023-02-28,0.9469047718496268
2023-03-01,0.94528852306991
2023-03-02,0.938176212227722
2023-03-03,0.9435867789346084
2023-03-04,0.9399059137751764
2023-03-05,0.9408006432140192
2023-03-06,0.9406585809586564
2023-03-07,0.9372528745748936
2023-03-08,0.9500579353805956
2023-03-09,0.9486302597454992
2023-03-10,0.9457257785230506
2023-03-11,0.9412548032360906
2023-03-12,0.942736231473122
2023-03-13,0.9451849903656676
2023-03-14,0.9301367760487098
2023-03-15,0.9380415136374264
2023-03-16,0.9405605933883968
2023-03-17,0.9386405946630262
2023-03-18,0.9341194367025912
2023-03-19,0.9262437063988318
2023-03-20,0.941836070712622
2023-03-21,0.9314610768763598
2023-03-22,0.9302515869190626
2023-03-23,0.9248745048012472
2023-03-24,0.9243396383200564
2023-03-25,0.9280096142879204
2023-03-26,0.9276155427795572
2023-03-27,0.9291893748379014
2023-03-28,0.9243126965249172
2023-03-29,0.92226906436536
2023-03-30,0.919181301382101
2023-03-31,0.9166271346944584
2023-04-01,0.918056806814067
2023-04-02,0.919737918875345
2023-04-03,0.924142522396396
2023-04-04,0.9193114710465368
2023-04-05,0.9133326549634734
2023-04-06,0.9174812009694796
2023-04-07,0.9165229065976538
2023-04-08,0.9179687715182095
2023-04-09,0.917740821771088
2023-04-10,0.917117384822177
2023-04-11,0.9217155105093472
2023-04-12,0.9158968439686554
2023-04-13,0.9099700445934434
2023-04-14,0.9057795068374752
2023-04-15,0.908954016225932
2023-04-16,0.9093142266244356
2023-04-17,0.9097996926598196
2023-04-18,0.9149618051604448
2023-04-19,0.912615476210158
2023-04-20,0.9153855598804568
2023-04-21,0.9139551591473308
2023-04-22,0.9119471188237644
2023-04-23,0.9129343943129636
2023-04-24,0.911815315621279
2023-04-25,0.905314241767867
2023-04-26,0.9125564439928512
2023-04-27,0.9063742654190216
2023-04-28,0.9071051501526484
2023-04-29,0.9094493943497198
2023-04-30,0.9094009788079052
2023-05-01,0.9093569597806702
2023-05-02,0.9125806433029684
2023-05-03,0.908387494515136
2023-05-04,0.9051642685908824
2023-05-05,0.907469945798598
2023-05-06,0.9085205613797116
2023-05-07,0.909192696498269
2023-05-08,0.9078068814497344
2023-05-09,0.9099655661688696
2023-05-10,0.9127001862590136
2023-05-11,0.9105291911087776
2023-05-12,0.9156947763198304
2023-05-13,0.9162255002834158
2023-05-14,0.921369704173591
2023-05-15,0.9232858672725446
2023-05-16,0.9204265206377864
2023-05-17,0.9208797027605928
2023-05-18,0.9226334797974496
2023-05-19,0.9281541020910176
2023-05-20,0.9249683653316744
2023-05-21,0.9255008779947697
2023-05-22,0.9244328161945248
2023-05-23,0.9248384832726344
2023-05-24,0.9288005789997618
2023-05-25,0.9298298999970768
2023-05-26,0.9306818918769876
2023-05-27,0.9329751666662744
2023-05-28,0.9314589314807002
2023-05-29,0.928917087110806
2023-05-30,0.9329103953641462
2023-05-31,0.9315768631091118
2023-06-01,0.9361827426356812
2023-06-02,0.928930477912214
2023-06-03,0.9339314844833948
2023-06-04,0.9357200753144485
2023-06-05,0.9371184609778596
2023-06-06,0.9358921982393776
2023-06-07,0.9358302245372936
2023-06-08,0.9350760782294222
2023-06-09,0.9284927742923902
2023-06-10,0.931287448803218
2023-06-11,0.9344069136866072
2023-06-12,0.9336960691160052
2023-06-13,0.9294228493949418
2023-06-14,0.9254825520056188
2023-06-15,0.9240405091136298
2023-06-16,0.9145704287628932
2023-06-17,0.9130441463078842
2023-06-18,0.9143414173406164
2023-06-19,0.9134005335488794
2023-06-20,0.9158916272533982
2023-06-21,0.9139298741299776
2023-06-22,0.907084580086318
2023-06-23,0.9115827357576656
2023-06-24,0.9182078509385028
2023-06-25,0.9170192350289978
2023-06-26,0.916960216140413
2023-06-27,0.9169360035054318
2023-06-28,0.9136218584955283
2023-06-29,0.9162369065235356
2023-06-30,0.9207734689912216
2023-07-01,0.916275955385547
2023-07-02,0.9163941214484924
2023-07-03,0.9171304590084924
2023-07-04,0.916756786518798
2023-07-05,0.9190639940823012
2023-07-06,0.9215086899583866
2023-07-07,0.917894452022111
2023-07-08,0.9124859501524872
2023-07-09,0.9129461314741444
2023-07-10,0.9114851697047838
2023-07-11,0.9088008826023648
2023-07-12,0.9086774628350964
2023-07-13,0.8980756762149561
2023-07-14,0.8913628477528346
2023-07-15,0.8908461743729594
2023-07-16,0.8926848445341203
2023-07-17,0.8906989037072297
2023-07-18,0.8907340865964579
2023-07-19,0.8914830594101801
2023-07-20,0.8927245941981081
2023-07-21,0.9129461314741444
2023-07-22,0.9114851697047838
2023-07-23,0.9088008826023648
2023-07-24,0.9086774628350964
2023-07-25,0.8980756762149561
2023-07-26,0.8913628477528346
2023-07-27,0.8908461743729594
2023-07-28,0.8926848445341203
2023-07-29,0.8906989037072297
2023-07-30,0.8907340865964579
2023-07-31,0.9091571369204272
2023-08-01,0.9111895566345982
2023-08-02,0.9132885178241036
2023-08-03,0.9137074941902312
2023-08-04,0.9070542502152428
2023-08-05,0.9087612250366612
2023-08-06,0.9070716831566004
2023-08-07,0.9052540941022488
2023-08-08,0.9126705782273145
2023-08-09,0.9088969782493518
2023-08-10,0.9090507748770024
2023-08-11,0.9123683806976765
2023-08-12,0.9131963137901368
2023-08-13,0.9133719447676764
2023-08-14,0.9148914803456636
2023-08-15,0.9136344187902592
2023-08-16,0.9188924280015596
2023-08-17,0.9196296105298016
2023-08-18,0.9186590956221448
2023-08-19,0.9208352491360976
2023-08-20,0.9267152860013572
2023-08-21,0.9173868726084622
2023-08-22,0.9216308215777896
2023-08-23,0.916416413647274
2023-08-24,0.924915071315602
2023-08-25,0.9253015746700952
2023-08-26,0.9260709106473284
2023-08-27,0.9291095803036642
2023-08-28,0.9245288456351862
2023-08-29,0.9182388455392472
2023-08-30,0.9140910262678168
2023-08-31,0.9183313397383228
2023-09-01,0.9275432091775184
2023-09-02,0.922686074170466
2023-09-03,0.9284101405876204
2023-09-04,0.9265092605722368
2023-09-05,0.9320291692234548
2023-09-06,0.9321445941858784
2023-09-07,0.9334941303910536
2023-09-08,0.9327919389566486
2023-09-09,0.9327130559698408
2023-09-27,0.9511076473019848
2023-09-28,0.9449566879598192
2023-09-29,0.9456975608411727
2023-09-30,0.9456215060157311
2023-10-01,0.9457021287033123
2023-10-02,0.9548403433441152
2023-10-03,0.9520866630861703
2023-10-04,0.9516838067382168
2023-10-05,0.9495098179422627
2023-10-06,0.9442427787607888
2023-10-07,0.9444399514788175
2023-10-08,0.9454029731186946
